mean,std,max,min,energy,label
0.19799267760528835,0.7031152215018903,1.4275971063235455,-1.2799410794541317,53.357211509296405,1
0.18656906813693994,0.6826690537751913,1.2356120235513597,-1.0824344486457742,50.08450541678011,0
0.1652886592370497,0.6726895616675983,1.3303263079325343,-1.4349272194591947,47.98315872489273,1
0.15022873109237264,0.7018152715045274,1.4821015453117892,-1.394994995602847,51.51133469625981,1
0.1935839014008412,0.7373060224851493,1.3539668908401672,-1.3692216041225895,58.1094897674442,1
0.12812618305723358,0.8299658596100584,1.860197998092887,-1.65362885079694,70.52596469030793,2
0.1700193440649503,0.7034423289003099,1.4118789547925,-1.3750914804182246,52.373768744496765,1
0.0804140578118239,0.741927155874446,1.661744203228699,-1.6276664121412316,55.692232531770784,2
0.17966047717878056,0.6799968071218596,1.1664341012133783,-1.218717739473796,49.467354475603074,0
0.08956860150398097,0.8707762314989598,2.1976999236211165,-2.0688225862961054,76.62737797189091,3
0.23573812412329354,0.8883117570453872,2.165404184615744,-1.954268405289909,84.46702408702322,3
0.15486241690659885,0.7448201997308813,1.420809758634334,-1.6268328816324402,57.87394980973033,2
0.1656247945911077,0.6612691446260878,1.0863248519525988,-1.0469034997390418,46.47084542178645,0
0.15619719048784747,0.8506426999228056,2.6764439709430716,-1.4355844385655736,74.7990565248257,3
0.1216787569939071,0.7981779126444152,1.9475723162766883,-2.156219232164924,65.18937001369777,2
0.15406027533801306,0.7944717382438037,1.7704052076632804,-1.9517310990735302,65.49199113053552,2
0.13919373520043254,0.9158874475100779,2.2079825992348754,-2.4616505260524875,85.82247124255737,3
0.16816098532613558,0.6673191979748317,1.0957900053186884,-1.085674706880652,47.35930289716294,0
0.18853880876439727,0.8349000927582295,2.040196454941925,-1.6659595127469293,73.26050472979982,2
0.23855091065462994,0.7254246117969323,2.1116079422989458,-1.4243328556181158,58.31474043748831,2
0.1879899095174555,0.6568972002666278,1.165469579545226,-1.053552322398659,46.68541377985152,0
0.12450351727738049,0.8084923572165427,2.0118565807779603,-1.5479441633608895,66.91610174920004,2
0.1699929383851287,0.6742129623251641,1.092283725612939,-1.156973620174892,48.34607176680833,0
0.15306379949698107,0.7835213878246323,1.5037144307805936,-1.6785859690396878,63.73342918950897,2
0.3119779102544807,0.9079569042038915,2.090721661896329,-2.2433859923445754,92.17159563782675,3
0.1918050704355737,0.6501311944249257,1.3047611308887963,-1.1837738609341726,45.9459755009176,1
0.1743155145756389,0.6595580818198441,1.161854465533488,-1.0693851137465022,46.540276191564196,0
0.20937070007884143,0.7805431193908907,1.6827754156320134,-1.456637212930385,65.30836512799665,2
0.1787443073321108,0.7049771826499603,1.2299135990287198,-1.4474867283004653,52.89423554607115,1
0.1931357955634957,0.7133602507056219,1.5194840015971194,-1.3204197255940815,54.61842828147321,1
0.18824720040044082,0.8016126010827423,1.6909699506645732,-1.92555721462324,67.80197706732436,2
0.17015218150246966,0.6736109852580728,1.146224318969872,-1.1057666573115768,48.2703524330401,0
0.14290073523931265,1.0003175151143227,2.222542715371245,-2.6066524427324103,102.10557511764293,3
0.16902917393891725,0.9304592640671719,2.1491178296458937,-2.3579066812424885,89.43253037308956,3
0.16732945223506107,0.6787183938077674,1.215326991937649,-1.1536106675804016,48.86578036782812,0
0.16187896953104228,0.8658657228820743,1.8882768776843486,-1.741388829611763,77.59282508385293,2
0.2429915355569822,0.7446048061790964,1.6503803300566582,-1.4562780350446682,61.348120373734986,2
0.17156563995430374,0.6941007163895916,1.2133737159994697,-1.084072438756066,51.121057330547394,0
0.1857097912180773,0.9184709254970438,2.67738797639587,-2.056622991287823,87.80769675376582,3
0.17116697260087158,0.6768003939492069,1.1506487317827407,-1.273003811341693,48.735690575914916,0
0.1988783281370586,0.7037898529660688,1.7826760615629793,-1.2356488780863488,53.48727465405923,1
0.1833853577464998,0.6809071234471589,1.2132277312692015,-1.074271580019305,49.7264700196896,0
0.18970808396488073,0.6562940672663976,1.171422629148721,-1.0182172309371433,46.67110598506971,0
0.24902427955429718,0.900000711996969,1.930984981094218,-1.9031900394638117,87.2014373402588,3
0.25220086672233333,0.9435814800457819,2.017203279605821,-1.8520343137367759,95.39512866608847,3
0.22847033415010295,0.7420612741671662,1.716722496407478,-1.39353386706311,60.28536282052578,2
0.18229362070489252,0.6772776851539948,1.391380467151298,-1.1567647164512218,49.19360269572529,1
0.12365565182070375,0.7268019685142446,1.2800339617592533,-1.4323478782921062,54.3531821663384,2
0.17677598416575757,0.7665132583777147,1.5459225235125884,-1.4934663620878643,61.87923238465933,2
0.05126888285323663,0.7581776063051359,1.5638258087030374,-1.7728883551383507,57.74617810516044,2
0.1890881886754747,0.6672210735072825,1.1336059752685874,-1.0790139031140022,48.09383040287825,0
0.19659226762656762,0.9609284922419222,2.3108962685015064,-2.2264324262043145,96.203208689289,3
0.20266905297983542,0.7031049615397146,1.4408937721758002,-1.4683632208774868,53.543133197750684,1
0.17910459404564247,0.6761191773053441,1.1284173641100985,-1.123882671972784,48.92155975283098,0
0.17493458268405487,0.7744407886629886,1.8380972353544514,-1.5918927467211283,63.03606433637961,2
0.16612030774020659,0.6892969254205021,1.4150139168402864,-1.3615601581242294,50.27262080378582,1
0.17124006519000246,0.6579029786923756,1.1147500338195713,-1.2182408066899835,46.21594892985769,0
0.16971210237742151,0.7054079229660452,1.2367926772640607,-1.3607350704431853,52.64025354766342,1
0.1584474520485525,0.8254230115637066,1.6049401679619475,-1.7550465244494293,70.64287430795773,2
0.15329454652046418,0.7367797060708156,1.9850373007981539,-1.504633541876161,56.63435532707121,2
0.1772058522721544,0.7028567722860087,1.4381488055077205,-1.3736726206617509,52.540955642780695,1
0.18720670036203882,0.6716832024689356,1.1538382416277593,-1.1401166671118832,48.62046731393674,0
0.16630997044467455,0.6670217571908141,1.1628341947869596,-1.0781972866708753,47.25770308352299,0
0.20551517482210938,0.7083902743702166,1.4126709263347268,-1.3431760794989622,54.4053267904473,1
0.21609105265244344,0.7322428915973013,1.64017119596941,-1.4606740347017348,58.287499533121824,2
0.17779871904253375,0.671955902485727,1.116666386166901,-1.051295909561892,48.31371193785737,0
0.19166382556469727,0.7245479283153525,1.4053501261470076,-1.3488586397880633,56.17047224561639,1
0.18278473419843289,0.6666167498528254,1.148841142588801,-1.1947810383109752,47.77881502403361,0
0.1201465679156155,0.7744346426028376,1.8851040290145447,-1.5038538937929702,61.41842134452864,2
0.21104496308650675,0.8018598054369579,1.6171886026106117,-1.7981336806118917,68.7519124019581,2
0.19655557151701075,0.6588359671727135,1.1087279049692582,-1.082372817096105,47.269892433478375,0
0.1696282371820358,0.7099454486601147,1.39280570443773,-1.4701003938157127,53.279627892269644,1
0.18245935885614667,0.6836491745200708,1.1690436375335382,-1.0851899723334886,50.06676114561703,0
0.2106845655634011,0.72050699255909,1.5955080186684043,-1.7619168427962852,56.35183124931838,2
0.1470561355886493,0.789941654274004,1.663314883358283,-1.988210913500776,64.56333241714172,2
0.0993504829983066,0.7706806484311894,1.8496803483420472,-1.6941991989327874,60.38191803383153,3
0.24924655221184353,0.7693930834138224,1.6290440826022885,-1.9564749797134815,65.40895605945201,2
0.1823405347758356,0.7083868609727136,1.5050912276740003,-1.2974939519285653,53.50600154211124,1
0.15522275655592893,0.7857244611194844,1.7608237388513277,-1.8269438334537507,64.14570329543255,2
0.17396749172705359,0.7806899867002176,1.6677235665927046,-1.7101528431748894,63.974154351178846,2
0.14448852566523585,0.7509044190211405,1.595841953682604,-1.526714737105446,58.47343805543902,2
